Texto,Texto,Texto,,,,,
,,Pledged-share collateral financing “is not small with estimates ranging from $550 billion to $600 billion” equal to 10% to 12% of total A-share market cap wrote Sean Darby chief global equity strategist at Jefferies in a note. A-shares are stocks of Chinese companies incorporated on the mainland and listed in Shanghai and Shenzhen.,,,,,
,,Don’t miss: At a time of market volatility beware of rogue advisers who play on your fears,,,,,
,,Attorneys representing both Alibaba and AlibabaCoin Foundation didn’t immediately return requests for comment.,,,,,
,Indeed the simple life is one of the lures of early retirement.,,,,,,
Read: 16 tech stocks that stand to close at new 52-week lows,,,,,,,
,Among other signs O’Hara pointed to the National Association of Active Investment Managers’ survey which showed that managers reduced their exposure to equities to 58% last week. Since 2016 a reading in the vicinity of 60% has led to managers adding to their positions.,,,,,,
Coach Carson posted a balanced informative response appreciating Suze’s admonition to be sure you have enough for a risk-free retirement. Suze enumerated a string “what can go wrong” scenarios as evidence that early retirement (on less than $10 million) leaves you vulnerable when life hands you lemons — a whole tree of lemons. He — and MMM — responded evenhandedly but ultimately here’s what Carson said she got wrong:,,,,,,,
,Ask Arora: Nigam Arora answers your questions about investing in stocks ETFs bonds gold and silver oil and currencies. Have a question, Send it to Nigam Arora.,,,,,
,"DJIA -0.50%

    On Monday Dow industrials and the S&P 500 closed lower while the Nasdaq bucked the trend to edge higher.",,,,,,
,,Do you have questions about inheritance tipping weddings family feuds friends or any tricky issues relating to manners and money, Send them to MarketWatch’s Moneyist and please include the state where you live (no full names will be used).,,,,
,Mr. Money Mustache did an excellent job of correcting her misimpressions of what we all are up to with saving and investing money early in life so we can be free to pursue what matters more than money. I don’t have anything to add to his explanation.,,,,,,
Related: White House’s Kudlow says new tax cuts in ‘planning stage’,,,,,,,
,,Should we use any of her money for her extra-curricular activity, For example summer camps (which can range from $200 a week to $2000), Dance class, Gymnastics, We have not done this. We are not rich people. In fact we are decidedly middle class. And I don’t want her to miss out on things that I feel will benefit her as a person overall.,
,,Trump threatens to cut foreign aid over migrant caravan’s progress,,,,,
,The research also showed that 55% of users consume it for recreational purposes while 15% of users consume it for medical reasons. Of the total 29% said they use it for both purposes.,,,,,,
,,To uncover your clients’ aspirations and goals you need to devote more time to getting to know them. And that means boosting your productivity so that you squeeze more value from every hour of the day.,,,,,
,,Have breaking news sent to your inbox. Subscribe to MarketWatch's free Bulletin emails. Sign up here.,,,,,
,,I offer up this juicy story: In 1996 a California woman won $1.3 million in the lottery and filed for divorce 11 days later. She didn’t tell her husband about her windfall and two years later her husband found out all about it and sued her. Superior Court Judge Richard Denner ruled did not appreciate her shenanigans and awarded her husband all of her winnings. If a judge suspected you were planning to divorce when your husband made these payments your plan could also backfire. Any good divorce lawyer would balk if he saw such payments prior to a divorce.,,,,,
,,Read: The stock market faces ‘unlimited downside risk’ warns veteran trader,,,,,
,,Even less heroic calculations including obscure and illiquid markets yielded returns of 6.6% for the six months following Halloween and 1.7% a year for the other half of the year.,,,,,
,,Don’t miss:  Advisers say most investors can breathe easy despite wildly unpredictable markets,,,,,
,,“We don’t think the value proposition of a Realtor is zero. We think it’s approaching zero but it’s not zero yet” Torstenson added.,,,,,
,The first pointer given in How to potentially become a marijuana millionaire albeit carefully is to expect these stocks to be very volatile. Here is the second pointer: “Investors may want to take advantage of the volatility by selling into the strength and buying into the weakness.”,,,,,,
,,Heart patients should move around every 20 minutes during an eight-hour period of sitting according to a paper presented on Saturday at the Canadian Cardiovascular Congress in Toronto an event where visiting experts from the European Society of Cardiology participate in joint scientific sessions with the Canadian Cardiovascular Society.,,,,,
,,Overall the Shanghai Composite has lost 27% of its value since hitting a peak on Jan. 24 while the small-capitalization focused Shenzhen has declined by 34% since its late-January apex according to FactSet data. That means both benchmarks are deep in bear-market territory defined as a drop of at least 20% from a recent peak.,,,,,
,,Poor Parent with Rich Daughter,,,,,
,,"Regeneron Pharmaceuticals Inc. REGN -1.83%

     and Teva Pharmaceutical Industries Ltd. TEVA +0.05%

     are also developing another one of this class of drugs called fasinumab which also targets a protein called nerve growth factor to reduce pain. The companies announced results from a phase 3 trial in August and said they plan to advance the program.",,,,,
,,Check out: MarketWatch’s package of tariff-related stories,,,,,
,,I live in another state and think this broker got her in these bonds with the lure of a good rate (around 4.5%) but his paperwork shows nothing about commissions either. My sister — who lives with my mom — also trusts this man and never questioned what he was doing.,,,,,
,,• An individual relies on the financial institution for either advice or services,,,,,
,Opinion: The real reason marijuana stocks are falling off a cliff — and what to do now,,,,,,
So you must positioning yourself for that tasty bounce we’ve grown accustomed to over the course of this stubborn bull market. Well don’t warns J.C. Parets the technical analyst behind the All Star Charts blog.,,,,,,,
,,So why did it come out on top, The high percentage of retirees who live there likely pushed Naples over the edge. Some 51% of the population is 65 or older the U.S. Census Bureau found. Florida is one of the five states with the highest median age population along with Maine New Hampshire Vermont and West Virginia.,,,,
,,My 93-year-old mother has dementia. She has used a broker that she and my father basically inherited when their prior broker left the firm. She liked him very much and not being that smart financially I trusted him as well.,,,,,
This can mean time in nature reading meditation and family life. For many who achieve financial independence (FI) compensatory spending — the shopping you do to reward yourself for a tough week at work — disappears. For Suze it was quitting the QVC habit.,,,,,,,
,"After eking out gains last week the S&P 500 SPX -0.55%

     is trading below the 200 DMA of 2768 thus far this week as stocks remain under pressure with third-quarter earnings cycle picking up pace. Both the blue-chip Dow Jones Industrial Average DJIA -0.50%

     and the Nasdaq COMP -0.42%

     slumped and remain below their respective 200 DMAs. Market technicians view moving averages as a dividing line of bullish and bearish momentum in an asset.",,,,,,
,,Get a hold of the summary plan description (SPD). It will tell you if the plan will accept rollovers. Most plans do and you should be able to roll that money out at any time. The SPD will also list out the investment options and the fees.,,,,,
,,“All they have to do is get serious about monetization” said Pachter who rates the stock at outperform with a $12.25 price target and sees signs that the company is making the right early moves. Snap fired its chief financial officer in May and has brought in what Pachter describes as “adult supervision” in other areas of the company.,,,,,
,U.S. stocks bounced off intraday lows and major indexes trimmed early losses Tuesday but the S&P 500 still finished lower for a fifth session as a big drop in the Chinese market revived fresh questions about the global economy.,,,,,,
She said to Paula:,,,,,,,
,,Dear Moneyist,,,,,
,,Should I sell the duplex and invest the sales proceeds or keep the property and continue to collect rent, The recent market volatility has me wondering how I would invest the sales proceeds. The main question is whether I would get a better return by selling the duplex and investing the money or by keeping the property and collecting rent.,,,,
,,My family has a trust fund. My daughter since the day she was born has received dividends. The average is about $8000 per year. She is 10 years old. In order to be fiscally responsible we have set up an account with Edward Jones. Her money is being directly sent there to put in an account. So far it is worth over $100000. I think we are being pretty fiscally responsible.,,,,,
,,"And although U.S. stocks ended well off their worst levels on Tuesday fears that China may prove the catalyst that ultimately upends the global economy are lingering. That sentiment comes after the Shanghai Composite SHCOMP -2.26%

     finished down 2.3% while the Shenzhen Composite Index 399106 -1.92%

    closed 1.9% lower halting a two-day rally that had been underpinned by market-supportive comments from Chinese officials.",,,,,
,,"Shares of Caterpillar Inc.CAT -7.56%

     fell 7.6% after the industrial giant reported profits and revenue ahead of analysts expectations but offered guidance that was below consensus.",,,,,
,,Let the record show that Salem Mass. regulates the kind of advice fortune-tellers are allowed to give more rigorously than the Securities & Exchange Commission regulates forecasters on Wall Street at least as far as stock-market predictions go.,,,,,
,,And so it was with his soliloquy on nationalism in Houston on Monday.,,,,,
And people tend to learn new skills. For most it’s a language or an instrument or home cooking. For Suze it was fishing and tournaments and being a captain of a boat.,,,,,,,
The personal-finance website SmartAsset recently analyzed the finances for citizens of 200 metro areas in the U.S. to find out how much income they’re earning passively through their investments. SmartAsset used Internal Revenue Service (IRS) data to rank those cities based on how much their citizens earn on four investment types: taxable interest dividends qualified dividends and capital gains.,,,,,,,
,,For many industry participants the Multiple Listing Services – there are over 800 all locally owned and operated – may be as ripe for disruption as the role of the agent. “We’re getting closer to a tipping point where the MLS is losing relevance” Daren Blomquist said.,,,,,
,,"Goldman Sachs analyst Heath Terry pointed out that Snap monetizes at 22% the level of Facebook Inc. FB -0.25%

     on a per-minute basis suggesting considerable room for improvement.",,,,,
,,First there are a few exceptions not covered above because of the infrequency with which they occur (incarceration of the taxpayer restrictions imposed by a foreign country and a return to the taxpayer of the proceeds of a federal tax levy).,,,,,
,,Concerned Son,,,,,
,,Related story: Realtors will soon be free of 10-year-old Justice Department decree — so what happens to housing now,,,,,
,She said to Paula:,,,,,,
Don’t miss:  Why the middle-aged ‘dad bod’ could be deadly instead of sexy,,,,,,,
,The question for early retirees is: “To what am I dedicating my freedom,” It’s really not about how many millions you have — Suze’s assertion. Nor how much play you can do before you get bored and go back to your old job.,,,,,
,• What could hurt marijuana stocks, Too much love from investors,,,,,
,,Global Automakers the body which represents foreign auto makers in the U.S. warned in June that a $30000 imported car could see a price rise of $6000 if tariffs on car imports were imposed.,,,,,
,,Being married for 21 years is quite an achievement. I’m sorry to hear that it has come to this. Or that it might come to this. You’re correct. Inheritance is not considered marital property in Ohio so the only way for it to become part of your community property would be to commingle it in some way. That would in theory include renovations on a home or paying off a mortgage. Your husband could still prove that the money came directly from his inheritance assuming he had a good lawyer.,,,,,
,,Talk to the broker. Assuming these bonds don’t mature in 2019 I’d also be concerned. Even if he invested in these bonds when your mother was 83 I’d still be scratching my head over this.,,,,,
,Read: This troubling trend may wreak havoc on the stock market analysts warn,,,,,,
,Wall Street has been struggling with signs that weakness in the second-largest economy in the globe could fuel disruptions in the rest of the global market. Major indexes in Asia fell and sent other markets lower after a second day of remarks from Chinese officials failed to buttress their troubled equity indexes.,,,,,,
,,"Showing requests go out to a pool of real estate agents who’ve agreed to work on a fee-for-service basis and the first agent to respond gets to do the visit and collect the fee. REX also avoids the MLS altogether relying not just on listing aggregators like Zillow Z +1.45%

      and Trulia  but on direct Google searches as well.",,,,,
,,In some of her other recent cases for different employment visas she’s seen rejections for a computer analyst and a mobile app product manager.,,,,,
,How did major benchmarks fare,,,,,,
,,Wall Street has been struggling with signs that weakness in the second-largest economy in the globe could fuel disruptions in the rest of the global market. Major indexes in Asia fell and sent other markets lower after a second day of remarks from Chinese officials failed to buttress their troubled equity indexes.,,,,,
"In October alone the PHLX Semiconductor Index SOX -0.53%

     has dropped 10.2% leading other indexes in a general market rout attributed to rising interest rates and trade war fears. In comparison the Dow Jones Industrial Average DJIA -0.50%

     is down 4.8% for the month the S&P 500 index SPX -0.55%

     is down 6% and the tech-heavy Nasdaq Composite Index COMP -0.42%

      is off 7.6%.",,,,,,,
Until recently buying by the momo crowd was much stronger than selling by the smart money. In a prior Morning Capsule we said: “A big difference from the past is that the momo crowd is not aggressively buying marijuana stocks.”,,,,,,,
,,Read: Now Zillow won’t just show you a home — it will sell it to you,,,,,
"Late Tuesday Texas Instruments Inc. TXN +0.53%

     shares dropped in the extended session after the chip maker beat Wall Street expectations on quarterly earnings but not on revenue’s but did not when it came to revenue or the fourth-quarter outlook. It was the same story for MKS Instruments Inc.MKSI -1.46% which makes testing equipment for chip makers and healthcare tech companies and shares dropped after hours.",,,,,,,
,,In addition some relief may be available when the financial company gives you bad advice regarding a rollover. For instance the 60-day requirement was extended when a bank employee messed up and told a taxpayer that he could not use a rollover because he was over age 59½.,,,,,
,,Carreira’s lawsuit filed Sunday in District of Columbia federal court said the reasoning was “entirely irrational.”,,,,,
,,She thankfully has sufficient funds to support her as my father passed away 10 years ago. Now that I have finally started reviewing her portfolio overseen by this one broker I see he started buying very long term corporate bonds some not expiring for another 20 years from now in very large amounts (10000 shares to 20000 shares).,,,,,
,,“Today seemed like a microcosm of October—two way volatility sharp moves and acute turns which ultimately left both sides of the tape yearning for more by the close” said Frank Capelleri executive director of equity sales and trading at Instinet LLC.,,,,,
,,The big spending on a relatively new advertising medium fits with O’Rourke’s image. He has been described as a fresh face in politics and he has been known to live-stream his runs for hamburgers.,,,,,
,,If the financial institution making the distribution delays providing crucial information required to complete the rollover you may be eligible for a waiver (e.g. if you did not receive the appropriate forms in a timely manner). In addition a person can certify their eligibility for a waiver if the financial institution making the distribution does not disclose required information about completing the rollover process.,,,,,
Read: Millennials have more money than you think — so expect ESG funds in your 401(k),,,,,,,
,,Meanwhile the move by the Saudis to boost output would help ease a fourth-quarter supply shortage as U.S. sanctions against Iran come into force said analysts at Commerzbank.,,,,,
,,Another Wall Street analyst EvercoreISI’s Josh Schimmer has noted the “large unmet need for non-opioid options for pain in [osteoarthritis].” It’s possible that the right dose of the drug or the right monitoring could avoid the drug class’s safety problems he said.,,,,,
,,One taxpayer took a distribution to purchase her first home. However after the distribution had been taken she got a new job and decided to put the money back into an IRA within the 60-day period. The taxpayer filled out the application mailed it to the new company and proceeded to go on vacation for two weeks. Upon her return she realized the envelope had been returned due to an incorrect address. The taxpayer immediately contacted her adviser and sent the paperwork to the correct address. However the 60-day rollover period had already lapsed. In this case the IRS granted a rollover despite the fact that the 60-day limit had passed because by mailing the application she indicated her “intent” to preserve the distribution as part of her retirement savings.,,,,,
,"Japan’s Nikkei 225 index NIK -2.67%

     tumbled 2.7% and the Hong Kong’s Hang Seng Index HSI -3.08%

     dropped 3.1% in line with the retreat in China.",,,,,,
,,U.S. stocks bounced off intraday lows and major indexes trimmed early losses Tuesday but the S&P 500 still finished lower for a fifth session as a big drop in the Chinese market revived fresh questions about the global economy.,,,,,
"The stock market opened with a resounding thud on Tuesday morning as the Dow Jones Industrial Average DJIA -0.50%  at one point had shed more than 500 points. The S&P 500 index SPX -0.55%

     and the Nasdaq Composite COMP -0.42%

     endured even harder hits down more than 2% each.",,,,,,,
,Don’t miss: Cannabis is now legal in Canada but pot companies expect a rocky start.,,,,,,
So why did it come out on top, The high percentage of retirees who live there likely pushed Naples over the edge. Some 51% of the population is 65 or older the U.S. Census Bureau found. Florida is one of the five states with the highest median age population along with Maine New Hampshire Vermont and West Virginia.,,,,,,
“The divergence is telling” Parets explained in his blog post. “The last time we saw this was at the 2015 market top.”,,,,,,,
,• Marijuana beverages are the new thing but investors should only take sips,,,,,,
But “plain and simple -- Tesla is destroying the competition” it said. “It looks like it is the competition that is taking the Ambien” referring to Musk’s admission that he sometimes uses the sleeping pill.,,,,,,,
,,"I ran data going back to the 1890s. In 120 years the Dow Jones Industrial Average DJIA -0.50%

      declined in the six months after Halloween on 38 occasions. That’s nearly one year in three. And it declined by more than 5% on 23 occasions or roughly one time in five. But globally it has worked over time Zhang and Jacobsen’s data show.",,,,,
,,The personal-finance website SmartAsset recently analyzed the finances for citizens of 200 metro areas in the U.S. to find out how much income they’re earning passively through their investments. SmartAsset used Internal Revenue Service (IRS) data to rank those cities based on how much their citizens earn on four investment types: taxable interest dividends qualified dividends and capital gains.,,,,,
,,Trump’s executive order was meant to address concerns over H-1B visa abuse and keep a tight leash on government agency waivers on “Buy America” policies. Carreira is applying for a different type of visa the EB-1 visa her lawyers noted.,,,,,
,• Tilray is the poster boy of short-squeeze stock candidates — here’s how to find others,,,,,,
He pointed to several divergences that should make clear to investors just how precarious the market situation is at these current levels. The first one is what we’re seeing in this chart of the S&P vs. the rest of the world.,,,,,,,
,,Want news about Asia delivered to your inbox, Subscribe to MarketWatch's free Asia Daily newsletter. Sign up here.,,,,
,,A Tuesday research report from Capital Economics said worries about the U.S. economy and “to some extent in the past few days China” are proving contagious to the broader market.,,,,,
,,The Fischer home was in contract within a month and would have been sooner except that the couple purposely priced the house higher than appraisals had suggested both because they thought they might get lucky in a strong market and because they were in no rush to move.,,,,,
,,The Dow Jones Industrial Average DJIA -0.50% on Tuesday ended lower by more than 100 points or 0.5% but had been off by as many as 548 points earlier in the session with the Nasdaq Composite Index COMP -0.42% and the S&P 500 index SPX -0.55% both suffering a bruising opening slide before paring losses ahead of the close.,,,,,
,,"His tweet came as U.S. stocks fell Tuesday and with one Dow Jones Industrial Average DJIA -0.50%

      component — Caterpillar CAT -7.56%

      — saying tariffs on foreign steel and aluminum had made parts for the machinery it manufactures in the U.S. more expensive.",,,,,
,,Don’t miss: Watch out for ‘dead cat bounce’ in stocks says Morgan Stanley’s Wilson,,,,,
• Enjoy Coke — and the money it might make for marijuana investors,,,,,,,
,,Now read: Trade-war tracker — the new levies imposed and threatened,,,,,
,,"Secretary of State Mike Pompeo said the U.S. is revoking visas for some of the Saudi officials responsible for the death of Washington Post journalist Jamal Khashoggi at the Saudi consulate in Istanbul. He didn't say how many visas were being revoked as he said the U.S. was looking into using its Global Magnitsky Act powers to sanction them. Asked specifically about the role of Crown Prince Mohammed bin Salman Pompeo replied: ""We're learning the facts.""",,,,,
,In its Tuesday note however Citron said that while “the media has been focused on Elon Musk’s eccentric outlandish and at times offensive behavior it has failed to notice the legitimate disruption of the auto industry that is currently being DOMINATED by Tesla” using all caps.,,,,,,
,To be sure not everyone thinks the light at the end of the tunnel is a train.,,,,,,
,,Indeed they say someone buying stocks around Halloween has typically experienced lower volatility as well as higher returns— the holy grail of investing.,,,,,
,,Traders were also awaiting data on U.S. crude supplies. Inventories have risen for four straight weeks and were expected to swell further for the week ended Oct. 19. Analysts polled by S&P Global Platts expect the Energy Information Administration on Wednesday to report a rise of 3.3 million barrels for crude stocks. They also expect supply declines of 1.5 million barrels for gasoline and 2.45 million barrels for distillates.,,,,,
,Tesla scheduled a post-results call with analysts at 3:30 p.m. Pacific about one hour later than usual. Ford Motor Co. is also scheduled to report after the bell on Wednesday.,,,,,,
,,Credit-rating firm Fitch forecasts that coffee consumption will rise by 2.1% year-on-year in volume terms in 2018 reaching 156 million tonnes globally. The sector has been in a mergers-and-acquisitions frenzy in recent years as fast-moving consumer-goods companies rush to gain exposure to the high-margin sector.,,,,,
,Don’t miss: Cannabis is now legal in Canada but pot companies expect a rocky start.,,,,,,
,,“Most planners who are at least moderately successful are comfortable where they are” he said. “They’re using the old top-down model of planning for their clients. They’re marketing themselves as if managing assets is their primary value. They’re still mostly working with clients their age who are all in or approaching retirement. And they’re slow to adopt automated asset management technology.”,,,,,
,,On the one hand it’s hassle to manage this apartment. But it’s steady income and given the large appreciation in value over the last 20 years it’s a relatively safe bet. On the other hand you will have to pay capital gains tax when you sell it and you’re then faced with an equally perhaps more difficult task. Where should you invest this money wisely and safely so you have peace of mind over the next 20 to 30 years, You may find yourself back at where you started with a similar rate of return.,,,,
,,A few years ago Chad Torstenson decided to sell his house. His experience he said was “fairly typical.” A real-estate agent came to his home with a contract a photo shoot was done and a sign went up in the front yard.,,,,,
,"The ETFMG Alternative Harvest ETFMJ -2.88%

    slumped 1.4% paring earlier losses of as much as 8.9% but was also headed for a sixth-straight loss.",,,,,,
,,On top of that some 150 companies were slated to report earnings including several megacap companies with investors seeking the degree to which higher interest rates are impacting the economy as the Federal Reserve has indicated it will continue to tighten monetary policy by year’s end.,,,,,
,,“This” became a company called ShowPal which launched in Torstenson’s home city of Des Moines just in time for the 2018 selling season funded by friends and family. At a time when internet technology the “sharing economy” and penny-pinching households have remade nearly every consumer experience from trading stocks to buying plane tickets ShowPal and a few other upstarts like it may be the answer to – finally – modernizing the buying and selling of real estate.,,,,,
,,"The good news is you don’t need private tutoring to give her that. It could help of course but it may also backfire and present challenges for your daughter to be dropped into a pool of monied peers who talk to each other (loudly) about their own families’ extravagant summer vacations and their parent’s latest model Tesla TSLA +12.72%

     There are so many other ways you can allow her to dream without dipping into this $100000 honey pot for $2000 here and $2000 there.",,,,,
,The ETF down 1.6% in afternoon trade with 34 of 48 components losing ground has now lost 23.5% during its current losing streak the worst six-day stretch since it fell 25.7% over the six days ending Feb. 7.,,,,,,
The first pointer given in How to potentially become a marijuana millionaire albeit carefully is to expect these stocks to be very volatile. Here is the second pointer: “Investors may want to take advantage of the volatility by selling into the strength and buying into the weakness.”,,,,,,,
,"India Globalization Capital Inc.’s stockIGC +16.10%

    plummeted 16%. It has lost roughly half its value in the past five days and has shed 80% since closing at an eight-year high of $13 on Oct. 2.",,,,,,
I have been getting a lot of emails from marijuana investors who are trying to understand the real reason behind share prices falling off a cliff. It is never easy for investors when the stocks they are holding fall precipitously.,,,,,,,
,,“I think it’s great that there’s a lot of brain power and innovation directed at the real estate market right now and think this could be a great solution for many sellers. But there are reasons that FSBO has not gained as much traction as some might have expected in the past” he said.,,,,,
,,A United States Citizenship and Immigration Services spokesman said the agency could not comment on pending litigation.,,,,,
,,UBS analysts Ting Gao and Lei Meng in a Monday note pointed to remarks by Liu Shiyu chairman of the China Securities Regulatory Commission who last week pointed to several measures aimed at boosting market confidence including encouraging funds to rescue listed companies with solid outlooks that were facing temporary difficulties due to having pledged shares as collateral.,,,,,
,"Shares of Green Organic Dutchman Holdings Ltd.TGODF -1.90%

    declined 16% Aleafia Health Inc.ALEAF -6.55%

    gave up 19% and Aphria Inc.APHQF +0.95%

    fell 14%.",,,,,,
,But this post isn’t to quibble about whether my frugal lifestyle as failed me — which it hasn’t yet in 73 years. This post is to challenge Suze’s experience with retirement — and retirement itself.,,,,,,
,"“Rumors of the Tesla killers have been as constant and unfounded as Bob Lutz’s call for Tesla’s bankruptcy” Citron said taking a jab at the former General Motors Co. GM +2.49%

     executive and frequent Tesla critic.",,,,,,
,,I purchased a duplex 20 years ago and am considering selling it.,,,,,
,,Along with political tensions Americans are also anxious about retirement preparedness. Millennials for example are worried over their finances and whether they’ll ever be ready to retirement — even if retirement account balances are rising according to a recent Fidelity Investments analysis of its quarterly data. Even near-retirees with significant retirement savings (about $400000) felt behind Allianz Life Insurance of North America found and a majority are concerned they won’t have a comfortable retirement.,,,,,
,,Nobody knows why but a creepily simple way to earn superior long-term stock-market returns throughout history has been to invest in stocks on All Hallow’s Eve — Oct. 31 — each year. Two finance professors found this after studying over 300 years’ worth of stock-market data from over one hundred stock markets around the world.,,,,,
,,Dear Wife,,,,,
,,The Trump administration’s trade fights and a so-called hard Brexit could lift the magnitude of global tariffs to levels last seen roughly 15 years ago according to UBS economists.,,,,,
,,Victor Lund is founding partner of WAV Group Consulting and an industry veteran. The MLS has big advantages over consumer-focused media like Zillow Lund contends. Zillow and sites like it aggregate listings from the MLS so in hot markets would-be buyers get an advantage by watching the MLS for new listings. In fact many local organizations are now pre-marketing properties that are “coming soon” Lund said meaning only Realtors and their clients get a sneak peek at tomorrow’s listings.,,,,,
,,Also see: My family lost 90% of our income — and we’ve never been happier,,,,,
,,While the taxpayer-funded report devotes many pages to attacking policies few in the U.S. would propose — like nationalizing agricultural production — it does take on a very real proposal Medicare for all.,,,,,
Indeed the simple life is one of the lures of early retirement.,,,,,,,
,,At a rally in support of former antagonist Ted Cruz’s Senate re-election campaign Trump lamented that “radical Democrats” wanted to turn power over to “globalists” and then sought to set himself apart from those groups — who are marked by “not caring about our country so much” — by christening himself a nationalist revealing in his comments an awareness that the term is a historically freighted one that democratic leaders largely eschew:,,,,,
,"The Shanghai Composite Index SHCOMP -2.26%

     gave back part of a two-day rally falling 2.3% on Tuesday.",,,,,,
,,You owe your daughter the same privilege. Give her the opportunity to make these decisions for herself when she is old enough with your help.,,,,,
,,Whether the recent sharp fall on the market is a buying opportunity or the harbinger of something worse is the multi-trillion dollar question. But the professors’ research is global not merely U.S.-based. While U.S. stocks arguably look expensive after a nine-year boom international and emerging markets have already come down quite a way.,,,,,
,,"PulteGroup Inc.  PHM +7.28%

     jumped 7.3% after reporting a 63% jump in earnings for the third quarter.",,,,,
,,Naples typically does not make it to the top of “America’s richest cities” lists but its citizens are above-average when it comes to their finances. The median household income there is $84830 according to the U.S. Census Bureau compared to a national average of $61372.,,,,,
,,That study was a collaboration between the Universities of Sydney Cambridge Edinburgh Limerick and Ulster. It linked mortality records with the results of 11 population-based surveys in the U.K. between 1994 and 2008 in which participants reported their walking pace. Average pace walkers aged 60 years or over experienced a 46% reduction in risk of death from cardiovascular causes.,,,,,
,,Daren Blomquist who follows real estate business models as lead spokesman for Attom Data Solutions takes a long view of ideas like Torstenson’s. “FSBO has been in and out of vogue at different cycles” he said. “It looks like this is taking another run at seeing if FSBO can be more efficient and gain more traction than in the past.”,,,,,
,,According to their analysis of 65 developed and emerging markets average stock-market returns for the six months following Halloween have worked out at around 8.5% a year.,,,,,
,,Third you should strongly consider consulting a financial planner or tax consultant for help with the 60-day extension. They may suggest getting a pricey private letter ruling or asking the IRS for equitable relief owing to a failure solely due to the financial organization or asking for IRS relief based on something called “equity or good conscience”.,,,,,
,,Get a daily roundup of the top reads in personal finance delivered to your inbox. Subscribe to MarketWatch's free Personal Finance Daily newsletter. Sign up here.,,,,,
,,But Lund thinks that if real estate were ready for disruption it would have been more disrupted by now. “The only answer I have is that consumers trust their Realtor and everybody has a friend a brother a sister who’s a Realtor” Lund said. “They don’t want the headache. They want someone to take care of it for them. 70-80% of a Realtor’s business comes from a repeat or a referral customer.”,,,,,
,,With her eyes on the 2022 Winter Olympics the ice dancer submitted stacks of paperwork in support of her application including experts from the ice skating and Olympic world saying she was truly extraordinary.,,,,,
Get a daily roundup of the top reads in personal finance delivered to your inbox. Subscribe to MarketWatch's free Personal Finance Daily newsletter. Sign up here.,,,,,,,
,"Canada-traded Horizons Marijuana Life Sciences Index exchange-traded fund HMMJ -1.97%

     plummeted 11.6% the largest drop since the fund started trading in April 2017.",,,,,,
Ask Arora: Nigam Arora answers your questions about investing in stocks ETFs bonds gold and silver oil and currencies. Have a question, Send it to Nigam Arora.,,,,,,
,,Snap has yet to comment on the memo publicly though so when the company reports third-quarter earnings on Thursday afternoon it will serve as an opportunity for Spiegel to speak to investors about his goals. In addition to striving for profitability Snap’s CEO told employees he wants to devote more attention to messaging functions and look for additional video opportunities.,,,,,
,,Taxpayers can also certify their eligibility for a waiver of the 60-day rule if a family member is ill. In such cases the illness must occur during the 60-day period and prevent the completion of a rollover. In one case a taxpayer withdrew money from several IRAs to roll it over into one new qualified account. After the distribution the taxpayer’s spouse suffered a series of medical problems causing the 60-day period to be missed. Because the spouse’s medical issues occurred during the 60-day period and prevented the completion of the rollover the IRS granted an extension to the taxpayer.,,,,,
,,Read: ‘So remarkably inefficient’: Venture capital takes on the housing market,,,,,
Related: Trump’s ‘major’ tax promise is a sign that even he recognizes the 2017 tax cuts didn’t resonate with voters,,,,,,,
,,"With Snap SNAP -0.29%

     shares off nearly 60% from their March 2017 initial-public-offering price as of Tuesday’s close some are hoping that the beleaguered Snapchat parent can pull off a similar transformation.",,,,,
,,The UBS chart below shows how the U.S. tops the U.K. in the bank’s analysis of “which tariff wall is bigger.”,,,,,
,,Elsewhere Italy was told to revise its budget by the European Commission on Tuesday according to news reports as the jostling between the country’s antiestablishment government and Brussels persists.,,,,,
,,This may sound like a simple recipe for success but it doesn’t come naturally to everyone. Trained as technical experts advisers might struggle to listen and probe. Some of them prefer to show off their knowledge by constructing portfolios and describing investment products leaving befuddled clients in a daze.,,,,,
,,"European stocks were also lower while the FTSE 100 FTSE -1.38%

     fell on questions over Brexit and the pace of global growth.",,,,,
,,An expanded version of this report appears at WSJ.com.,,,,,
,,Centene Corp. CNC -4.91% slid 4.9% after the company lowered the high-end of its 2018 profit guidance.,,,,,
,"Among the more-active weed stocks Monday Aurora Cannabis Inc.US:ACBFF

    
ACB -11.73%

    shed 12.8% a day before the Vancouver-based medical cannabis company’s stock was slated to begin trading on the New York Stock Exchange under the ticker symbol “ACB.”",,,,,,
,,Harley-Davidson Inc. HOG -2.22% fell 2.2% even after surprising investors with faster international retail sales growth that put third-quarter earnings and revenue well beyond analysts’ estimates. Separately the company announced a voluntary recall of 238300 motorcycles over a hydraulic clutch assembly.,,,,,
,,Terry sees potential for Snap to build a bigger empire with its messaging platform and highlighted the company’s renewed interest in original video — Snap recently announced several new short-form shows.,,,,,
,,McLean says even 5- to 10-year notes for a 93-year-old woman would take some explanation. “Twenty-year bonds with a client at 93 years old doesn’t seem like a prudent thing to do if the adviser knows the bonds may have to be sold before maturity” he adds. “With interest rates so low a few years ago and prices only to go down as rates begin to rise selling the bonds could incur some losses. The same is true with bond funds as interest rates rise bond prices go down.”,,,,,
